tournament,date,series,court,surface,round,best_of,player_1,player_2,winner,rank_1,rank_2,source,set_scores,set1_player1,set1_player2,set2_player1,set2_player2,set3_player1,set3_player2,set4_player1,set4_player2,set5_player1,set5_player2
ISTANBUL CUP,2020-09-09,,OUTDOOR,CLAY,1ST ROUND,3,MARTINCOVA T.,MINNEN G.,MARTINCOVA T.,136,107,WTA,"['7-6', '6-3']",7,6,6,3,-1,-1,-1,-1,-1,-1
ISTANBUL CUP,2020-09-09,,OUTDOOR,CLAY,1ST ROUND,3,DANILOVIC O.,TIG P.M.,TIG P.M.,174,88,WTA,"['3-6', '5-7']",3,6,5,7,-1,-1,-1,-1,-1,-1
ISTANBUL CUP,2020-09-09,,OUTDOOR,CLAY,1ST ROUND,3,GARCIA C.,BUYUKAKCAY C.,GARCIA C.,50,186,WTA,"['6-4', '0-6', '7-5']",6,4,0,6,7,5,-1,-1,-1,-1
ISTANBUL CUP,2020-09-09,,OUTDOOR,CLAY,1ST ROUND,3,OZGEN P.,GASPARYAN M.,GASPARYAN M.,214,117,WTA,"['2-6', '0-6']",2,6,0,6,-1,-1,-1,-1,-1,-1
ISTANBUL CUP,2020-09-10,,OUTDOOR,CLAY,2ND ROUND,3,HERCOG P.,PAOLINI J.,HERCOG P.,49,97,WTA,"['7-5', '6-4']",7,5,6,4,-1,-1,-1,-1,-1,-1
ISTANBUL CUP,2020-09-10,,OUTDOOR,CLAY,2ND ROUND,3,VAN UYTVANCK A.,KOVINIC D.,KOVINIC D.,60,92,WTA,"['3-6', '4-6']",3,6,4,6,-1,-1,-1,-1,-1,-1
ISTANBUL CUP,2020-09-10,,OUTDOOR,CLAY,2ND ROUND,3,SASNOVICH A.,SCHMIEDLOVA A.,SASNOVICH A.,106,182,WTA,"['6-7', '6-4', '6-3']",6,7,6,4,6,3,-1,-1,-1,-1
ISTANBUL CUP,2020-09-10,,OUTDOOR,CLAY,2ND ROUND,3,KUZNETSOVA S.,BOUCHARD E.,BOUCHARD E.,34,272,WTA,"['6-7', '7-6', '2-6']",6,7,7,6,2,6,-1,-1,-1,-1
ISTANBUL CUP,2020-09-10,,OUTDOOR,CLAY,2ND ROUND,3,BADOSA P.,SORRIBES TORMO S.,BADOSA P.,94,82,WTA,"['6-1', '6-4']",6,1,6,4,-1,-1,-1,-1,-1,-1
ISTANBUL CUP,2020-09-10,,OUTDOOR,CLAY,2ND ROUND,3,DOI M.,TIG P.M.,TIG P.M.,81,88,WTA,"['2-6', '0-6']",2,6,0,6,-1,-1,-1,-1,-1,-1
ISTANBUL CUP,2020-09-10,,OUTDOOR,CLAY,2ND ROUND,3,MARTINCOVA T.,GARCIA C.,MARTINCOVA T.,136,50,WTA,"['6-1', '6-4']",6,1,6,4,-1,-1,-1,-1,-1,-1
ISTANBUL CUP,2020-09-11,,OUTDOOR,CLAY,QUARTERFINALS,3,KOVINIC D.,BOUCHARD E.,BOUCHARD E.,92,272,WTA,"['6-3', '4-6', '5-7']",6,3,4,6,5,7,-1,-1,-1,-1
ISTANBUL CUP,2020-09-11,,OUTDOOR,CLAY,QUARTERFINALS,3,BADOSA P.,HERCOG P.,BADOSA P.,94,49,WTA,"['4-6', '6-3', '6-4']",4,6,6,3,6,4,-1,-1,-1,-1
ISTANBUL CUP,2020-09-11,,OUTDOOR,CLAY,QUARTERFINALS,3,SASNOVICH A.,MARTINCOVA T.,MARTINCOVA T.,106,136,WTA,"['2-6', '3-6']",2,6,3,6,-1,-1,-1,-1,-1,-1
ISTANBUL CUP,2020-09-11,,OUTDOOR,CLAY,QUARTERFINALS,3,TIG P.M.,PETERSON R.,TIG P.M.,88,48,WTA,"['6-3', '6-1']",6,3,6,1,-1,-1,-1,-1,-1,-1
ISTANBUL CUP,2020-09-12,,OUTDOOR,CLAY,SEMIFINALS,3,BADOSA P.,BOUCHARD E.,BOUCHARD E.,94,272,WTA,"['3-6', '2-6']",3,6,2,6,-1,-1,-1,-1,-1,-1
ISTANBUL CUP,2020-09-12,,OUTDOOR,CLAY,SEMIFINALS,3,TIG P.M.,MARTINCOVA T.,TIG P.M.,88,136,WTA,"['6-3', '6-3']",6,3,6,3,-1,-1,-1,-1,-1,-1
ISTANBUL CUP,2020-09-13,,OUTDOOR,CLAY,THE FINAL,3,BOUCHARD E.,TIG P.M.,TIG P.M.,272,88,WTA,"['6-2', '1-6', '6-7']",6,2,1,6,6,7,-1,-1,-1,-1
US OPEN,2020-08-31,,OUTDOOR,HARD,1ST ROUND,3,VONDROUSOVA M.,MINNEN G.,VONDROUSOVA M.,19,107,WTA,"['6-1', '6-4']",6,1,6,4,-1,-1,-1,-1,-1,-1
US OPEN,2020-08-31,,OUTDOOR,HARD,1ST ROUND,3,DI LORENZO F.,SASNOVICH A.,SASNOVICH A.,129,106,WTA,"['6-2', '6-7', '0-6']",6,2,6,7,0,6,-1,-1,-1,-1
US OPEN,2020-08-31,,OUTDOOR,HARD,1ST ROUND,3,GRACHEVA V.,BADOSA P.,GRACHEVA V.,102,94,WTA,"['6-4', '7-5']",6,4,7,5,-1,-1,-1,-1,-1,-1
US OPEN,2020-08-31,,OUTDOOR,HARD,1ST ROUND,3,TOMLJANOVIC A.,KERBER A.,KERBER A.,59,23,WTA,"['4-6', '4-6']",4,6,4,6,-1,-1,-1,-1,-1,-1
US OPEN,2020-08-31,,OUTDOOR,HARD,1ST ROUND,3,MLADENOVIC K.,BAPTISTE H.,MLADENOVIC K.,44,236,WTA,"['7-5', '6-2']",7,5,6,2,-1,-1,-1,-1,-1,-1
US OPEN,2020-08-31,,OUTDOOR,HARD,1ST ROUND,3,KALININA A.,PLISKOVA KA.,PLISKOVA KA.,145,3,WTA,"['4-6', '0-6']",4,6,0,6,-1,-1,-1,-1,-1,-1
US OPEN,2020-08-31,,OUTDOOR,HARD,1ST ROUND,3,GARCIA C.,PAOLINI J.,GARCIA C.,50,97,WTA,"['6-3', '6-2']",6,3,6,2,-1,-1,-1,-1,-1,-1
US OPEN,2020-08-31,,OUTDOOR,HARD,1ST ROUND,3,BEGU I.,KVITOVA P.,KVITOVA P.,73,12,WTA,"['3-6', '2-6']",3,6,2,6,-1,-1,-1,-1,-1,-1
US OPEN,2020-08-31,,OUTDOOR,HARD,1ST ROUND,3,KOVINIC D.,CABRERA L.,KOVINIC D.,92,127,WTA,"['6-4', '3-6', '6-2']",6,4,3,6,6,2,-1,-1,-1,-1
US OPEN,2020-08-31,,OUTDOOR,HARD,1ST ROUND,3,DOLEHIDE C.,FRIEDSAM A.L.,FRIEDSAM A.L.,135,109,WTA,"['2-6', '2-6']",2,6,2,6,-1,-1,-1,-1,-1,-1
US OPEN,2020-08-31,,OUTDOOR,HARD,1ST ROUND,3,KOSTYUK M.,KASATKINA D.,KOSTYUK M.,137,70,WTA,"['6-1', '6-2']",6,1,6,2,-1,-1,-1,-1,-1,-1
US OPEN,2020-08-31,,OUTDOOR,HARD,1ST ROUND,3,GAUFF C.,SEVASTOVA A.,SEVASTOVA A.,51,45,WTA,"['3-6', '7-5', '4-6']",3,6,7,5,4,6,-1,-1,-1,-1
US OPEN,2020-08-31,,OUTDOOR,HARD,1ST ROUND,3,KOZLOVA K.,OSUIGWE W.,KOZLOVA K.,99,143,WTA,"['6-3', '7-5']",6,3,7,5,-1,-1,-1,-1,-1,-1
US OPEN,2020-08-31,,OUTDOOR,HARD,1ST ROUND,3,COLLINS D.,KONTAVEIT A.,KONTAVEIT A.,55,21,WTA,"['7-5', '2-6', '2-6']",7,5,2,6,2,6,-1,-1,-1,-1
US OPEN,2020-08-31,,OUTDOOR,HARD,1ST ROUND,3,LINETTE M.,INGLIS M.,LINETTE M.,37,119,WTA,"['6-1', '4-6', '6-4']",6,1,4,6,6,4,-1,-1,-1,-1
US OPEN,2020-08-31,,OUTDOOR,HARD,1ST ROUND,3,ARCONADA U.M.,JUVAN K.,JUVAN K.,140,113,WTA,"['4-6', '6-7']",4,6,6,7,-1,-1,-1,-1,-1,-1
US OPEN,2020-09-01,,OUTDOOR,HARD,1ST ROUND,3,BONDARENKO K.,KIICK A.,BONDARENKO K.,349,162,WTA,"['3-6', '6-3', '6-1']",3,6,6,3,6,1,-1,-1,-1,-1
US OPEN,2020-09-01,,OUTDOOR,HARD,1ST ROUND,3,MARTINCOVA T.,MARTIC P.,MARTIC P.,136,15,WTA,"['7-5', '2-6', '4-6']",7,5,2,6,4,6,-1,-1,-1,-1
US OPEN,2020-09-01,,OUTDOOR,HARD,1ST ROUND,3,LAPKO V.,GOLUBIC V.,LAPKO V.,351,123,WTA,"['1-6', '7-6', '6-2']",1,6,7,6,6,2,-1,-1,-1,-1
US OPEN,2020-09-01,,OUTDOOR,HARD,1ST ROUND,3,RODIONOVA AR.,BRENGLE M.,BRENGLE M.,154,84,WTA,"['2-6', '2-6']",2,6,2,6,-1,-1,-1,-1,-1,-1
US OPEN,2020-09-01,,OUTDOOR,HARD,1ST ROUND,3,YASTREMSKA D.,SHARMA A.,YASTREMSKA D.,25,126,WTA,"['6-3', '6-7', '7-6']",6,3,6,7,7,6,-1,-1,-1,-1
US OPEN,2020-09-01,,OUTDOOR,HARD,1ST ROUND,3,KORPATSCH T.,BELLIS C.,BELLIS C.,118,188,WTA,"['7-6', '3-6', '2-6']",7,6,3,6,2,6,-1,-1,-1,-1
US OPEN,2020-09-01,,OUTDOOR,HARD,1ST ROUND,3,ROGERS S.,KHROMACHEVA I.,ROGERS S.,93,674,WTA,"['6-2', '6-2']",6,2,6,2,-1,-1,-1,-1,-1,-1
US OPEN,2020-09-01,,OUTDOOR,HARD,1ST ROUND,3,PETERSON R.,FLIPKENS K.,FLIPKENS K.,48,72,WTA,"['6-7', '4-6']",6,7,4,6,-1,-1,-1,-1,-1,-1
US OPEN,2020-09-01,,OUTDOOR,HARD,1ST ROUND,3,RYBAKINA E.,ZAVATSKA K.,RYBAKINA E.,17,108,WTA,"['6-3', '6-0']",6,3,6,0,-1,-1,-1,-1,-1,-1
US OPEN,2020-09-01,,OUTDOOR,HARD,1ST ROUND,3,BOUZKOVA M.,PEGULA J.,PEGULA J.,46,63,WTA,"['6-3', '2-6', '6-7']",6,3,2,6,6,7,-1,-1,-1,-1
US OPEN,2020-09-01,,OUTDOOR,HARD,1ST ROUND,3,PUTINTSEVA Y.,MONTGOMERY R.,PUTINTSEVA Y.,35,593,WTA,"['6-1', '6-3']",6,1,6,3,-1,-1,-1,-1,-1,-1
US OPEN,2020-09-01,,OUTDOOR,HARD,1ST ROUND,3,RUS A.,LI A.,LI A.,68,128,WTA,"['4-6', '6-2', '1-6']",4,6,6,2,1,6,-1,-1,-1,-1
US OPEN,2020-09-01,,OUTDOOR,HARD,1ST ROUND,3,BRADY J.,BLINKOVA A.,BRADY J.,41,62,WTA,"['6-3', '6-2']",6,3,6,2,-1,-1,-1,-1,-1,-1
US OPEN,2020-09-01,,OUTDOOR,HARD,1ST ROUND,3,VAN UYTVANCK A.,GIORGI C.,GIORGI C.,60,74,WTA,"['6-2', '1-6', '5-7']",6,2,1,6,5,7,-1,-1,-1,-1
US OPEN,2020-09-01,,OUTDOOR,HARD,1ST ROUND,3,OSAKA N.,DOI M.,OSAKA N.,9,81,WTA,"['6-2', '5-7', '6-2']",6,2,5,7,6,2,-1,-1,-1,-1
US OPEN,2020-09-01,,OUTDOOR,HARD,1ST ROUND,3,MARIA T.,RISKE A.,RISKE A.,95,20,WTA,"['3-6', '2-6']",3,6,2,6,-1,-1,-1,-1,-1,-1
US OPEN,2020-09-01,,OUTDOOR,HARD,1ST ROUND,3,MUGURUZA G.,HIBINO N.,MUGURUZA G.,16,78,WTA,"['6-4', '6-4']",6,4,6,4,-1,-1,-1,-1,-1,-1
US OPEN,2020-09-01,,OUTDOOR,HARD,1ST ROUND,3,MCHALE C.,CIRSTEA S.,CIRSTEA S.,75,77,WTA,"['4-6', '5-7']",4,6,5,7,-1,-1,-1,-1,-1,-1
US OPEN,2020-09-01,,OUTDOOR,HARD,1ST ROUND,3,MERTENS E.,SIEGEMUND L.,MERTENS E.,18,64,WTA,"['6-2', '6-2']",6,2,6,2,-1,-1,-1,-1,-1,-1
US OPEN,2020-09-01,,OUTDOOR,HARD,1ST ROUND,3,TOMOVA V.,ANISIMOVA A.,ANISIMOVA A.,133,28,WTA,"['5-7', '5-7']",5,7,5,7,-1,-1,-1,-1,-1,-1
US OPEN,2020-09-01,,OUTDOOR,HARD,1ST ROUND,3,BONAVENTURE Y.,ZHANG S.,BONAVENTURE Y.,121,38,WTA,"['4-6', '6-3', '6-2']",4,6,6,3,6,2,-1,-1,-1,-1
US OPEN,2020-09-01,,OUTDOOR,HARD,1ST ROUND,3,PUIG M.,GASPARYAN M.,GASPARYAN M.,91,117,WTA,"['3-6', '7-6', '0-6']",3,6,7,6,0,6,-1,-1,-1,-1
US OPEN,2020-09-01,,OUTDOOR,HARD,1ST ROUND,3,KONTA J.,WATSON H.,KONTA J.,13,54,WTA,"['7-6', '6-1']",7,6,6,1,-1,-1,-1,-1,-1,-1
US OPEN,2020-09-01,,OUTDOOR,HARD,1ST ROUND,3,VIKHLYANTSEVA N.,SCOTT K.,SCOTT K.,131,637,WTA,"['6-7', '2-6']",6,7,2,6,-1,-1,-1,-1,-1,-1
US OPEN,2020-09-01,,OUTDOOR,HARD,1ST ROUND,3,SORRIBES TORMO S.,LIU C.,SORRIBES TORMO S.,82,238,WTA,"['6-2', '6-4']",6,2,6,4,-1,-1,-1,-1,-1,-1
US OPEN,2020-09-01,,OUTDOOR,HARD,1ST ROUND,3,WICKMAYER Y.,KENIN S.,KENIN S.,146,4,WTA,"['2-6', '2-6']",2,6,2,6,-1,-1,-1,-1,-1,-1
US OPEN,2020-09-01,,OUTDOOR,HARD,1ST ROUND,3,CORNET A.,DAVIS L.,CORNET A.,56,65,WTA,"['6-3', '1-6', '6-0']",6,3,1,6,6,0,-1,-1,-1,-1
US OPEN,2020-09-01,,OUTDOOR,HARD,1ST ROUND,3,ZVONAREVA V.,FERNANDEZ L.A.,FERNANDEZ L.A.,178,104,WTA,"['4-6', '5-7']",4,6,5,7,-1,-1,-1,-1,-1,-1
US OPEN,2020-09-02,,OUTDOOR,HARD,1ST ROUND,3,KEYS M.,BABOS T.,KEYS M.,14,101,WTA,"['6-1', '6-1']",6,1,6,1,-1,-1,-1,-1,-1,-1
US OPEN,2020-09-02,,OUTDOOR,HARD,1ST ROUND,3,AHN K.,WILLIAMS S.,WILLIAMS S.,96,8,WTA,"['5-7', '3-6']",5,7,3,6,-1,-1,-1,-1,-1,-1
US OPEN,2020-09-02,,OUTDOOR,HARD,1ST ROUND,3,KALINSKAYA A.,STOJANOVIC N.,KALINSKAYA A.,110,86,WTA,"['6-4', '6-3']",6,4,6,3,-1,-1,-1,-1,-1,-1
US OPEN,2020-09-02,,OUTDOOR,HARD,1ST ROUND,3,KAWA K.,JABEUR O.,JABEUR O.,125,31,WTA,"['2-6', '6-7']",2,6,6,7,-1,-1,-1,-1,-1,-1
US OPEN,2020-09-02,,OUTDOOR,HARD,1ST ROUND,3,KANEPI K.,SINIAKOVA K.,KANEPI K.,100,57,WTA,"['6-1', '6-2']",6,1,6,2,-1,-1,-1,-1,-1,-1
US OPEN,2020-09-02,,OUTDOOR,HARD,1ST ROUND,3,HAAS B.,AZARENKA V.,AZARENKA V.,139,27,WTA,"['1-6', '2-6']",1,6,2,6,-1,-1,-1,-1,-1,-1
US OPEN,2020-09-02,,OUTDOOR,HARD,1ST ROUND,3,MUCHOVA K.,WILLIAMS V.,MUCHOVA K.,26,67,WTA,"['6-3', '7-5']",6,3,7,5,-1,-1,-1,-1,-1,-1
US OPEN,2020-09-02,,OUTDOOR,HARD,1ST ROUND,3,DODIN O.,SABALENKA A.,SABALENKA A.,115,11,WTA,"['6-7', '4-6']",6,7,4,6,-1,-1,-1,-1,-1,-1
US OPEN,2020-09-02,,OUTDOOR,HARD,1ST ROUND,3,BOLSOVA A.,TEICHMANN J.,BOLSOVA A.,103,52,WTA,"['7-6', '6-2']",7,6,6,2,-1,-1,-1,-1,-1,-1
US OPEN,2020-09-02,,OUTDOOR,HARD,1ST ROUND,3,KUDERMETOVA V.,SWIATEK I.,SWIATEK I.,42,53,WTA,"['3-6', '3-6']",3,6,3,6,-1,-1,-1,-1,-1,-1
US OPEN,2020-09-02,,OUTDOOR,HARD,1ST ROUND,3,GOVORTSOVA O.,MUHAMMAD A.,GOVORTSOVA O.,130,194,WTA,"['6-1', '6-2']",6,1,6,2,-1,-1,-1,-1,-1,-1
US OPEN,2020-09-02,,OUTDOOR,HARD,1ST ROUND,3,BUZARNESCU M.,STEPHENS S.,STEPHENS S.,122,39,WTA,"['3-6', '3-6']",3,6,3,6,-1,-1,-1,-1,-1,-1
US OPEN,2020-09-02,,OUTDOOR,HARD,1ST ROUND,3,TIG P.M.,NARA K.,TIG P.M.,88,142,WTA,"['6-1', '6-0']",6,1,6,0,-1,-1,-1,-1,-1,-1
US OPEN,2020-09-02,,OUTDOOR,HARD,1ST ROUND,3,VOEGELE S.,SAKKARI M.,SAKKARI M.,114,22,WTA,"['3-6', '6-3', '5-7']",3,6,6,3,5,7,-1,-1,-1,-1
US OPEN,2020-09-02,,OUTDOOR,HARD,1ST ROUND,3,PERA B.,DIYAS Z.,PERA B.,61,69,WTA,"['7-6', '6-0']",7,6,6,0,-1,-1,-1,-1,-1,-1
US OPEN,2020-09-02,,OUTDOOR,HARD,1ST ROUND,3,TOWNSEND T.,VICKERY S.,VICKERY S.,79,160,WTA,"['2-6', '4-6']",2,6,4,6,-1,-1,-1,-1,-1,-1
US OPEN,2020-09-02,,OUTDOOR,HARD,1ST ROUND,3,VEKIC D.,PLISKOVA KR.,VEKIC D.,24,66,WTA,"['3-6', '7-6', '6-4']",3,6,7,6,6,4,-1,-1,-1,-1
US OPEN,2020-09-02,,OUTDOOR,HARD,1ST ROUND,3,KUZMOVA V.,MCNALLY C.,MCNALLY C.,85,124,WTA,"['4-6', '1-6']",4,6,1,6,-1,-1,-1,-1,-1,-1
US OPEN,2020-09-02,,OUTDOOR,HARD,2ND ROUND,3,KERBER A.,FRIEDSAM A.L.,KERBER A.,23,109,WTA,"['6-3', '7-6']",6,3,7,6,-1,-1,-1,-1,-1,-1
US OPEN,2020-09-02,,OUTDOOR,HARD,2ND ROUND,3,BONDARENKO K.,MARTIC P.,MARTIC P.,349,15,WTA,"['3-6', '4-6']",3,6,4,6,-1,-1,-1,-1,-1,-1
US OPEN,2020-09-02,,OUTDOOR,HARD,2ND ROUND,3,KONTAVEIT A.,JUVAN K.,KONTAVEIT A.,21,113,WTA,"['6-4', '6-1']",6,4,6,1,-1,-1,-1,-1,-1,-1
US OPEN,2020-09-02,,OUTDOOR,HARD,2ND ROUND,3,KOVINIC D.,LINETTE M.,LINETTE M.,92,37,WTA,"['1-6', '7-6', '6-7']",1,6,7,6,6,7,-1,-1,-1,-1
US OPEN,2020-09-02,,OUTDOOR,HARD,2ND ROUND,3,GRACHEVA V.,MLADENOVIC K.,GRACHEVA V.,102,44,WTA,"['1-6', '7-6', '6-0']",1,6,7,6,6,0,-1,-1,-1,-1
US OPEN,2020-09-02,,OUTDOOR,HARD,2ND ROUND,3,VONDROUSOVA M.,SASNOVICH A.,SASNOVICH A.,19,106,WTA,"['1-6', '2-6']",1,6,2,6,-1,-1,-1,-1,-1,-1
US OPEN,2020-09-02,,OUTDOOR,HARD,2ND ROUND,3,KVITOVA P.,KOZLOVA K.,KVITOVA P.,12,99,WTA,"['7-6', '6-2']",7,6,6,2,-1,-1,-1,-1,-1,-1
US OPEN,2020-09-02,,OUTDOOR,HARD,2ND ROUND,3,LAPKO V.,PUTINTSEVA Y.,PUTINTSEVA Y.,351,35,WTA,"['3-6', '3-6']",3,6,3,6,-1,-1,-1,-1,-1,-1
US OPEN,2020-09-02,,OUTDOOR,HARD,2ND ROUND,3,BRADY J.,BELLIS C.,BRADY J.,41,188,WTA,"['6-1', '6-2']",6,1,6,2,-1,-1,-1,-1,-1,-1
US OPEN,2020-09-02,,OUTDOOR,HARD,2ND ROUND,3,FLIPKENS K.,PEGULA J.,PEGULA J.,72,63,WTA,"['6-7', '7-6', '3-6']",6,7,7,6,3,6,-1,-1,-1,-1
US OPEN,2020-09-02,,OUTDOOR,HARD,2ND ROUND,3,ROGERS S.,RYBAKINA E.,ROGERS S.,93,17,WTA,"['7-5', '6-1']",7,5,6,1,-1,-1,-1,-1,-1,-1
US OPEN,2020-09-02,,OUTDOOR,HARD,2ND ROUND,3,RISKE A.,LI A.,LI A.,20,128,WTA,"['0-6', '3-6']",0,6,3,6,-1,-1,-1,-1,-1,-1
US OPEN,2020-09-02,,OUTDOOR,HARD,2ND ROUND,3,GARCIA C.,PLISKOVA KA.,GARCIA C.,50,3,WTA,"['6-1', '7-6']",6,1,7,6,-1,-1,-1,-1,-1,-1
US OPEN,2020-09-03,,OUTDOOR,HARD,2ND ROUND,3,SEVASTOVA A.,KOSTYUK M.,KOSTYUK M.,45,137,WTA,"['3-6', '6-7']",3,6,6,7,-1,-1,-1,-1,-1,-1
US OPEN,2020-09-03,,OUTDOOR,HARD,2ND ROUND,3,OSAKA N.,GIORGI C.,OSAKA N.,9,74,WTA,"['6-1', '6-2']",6,1,6,2,-1,-1,-1,-1,-1,-1
US OPEN,2020-09-03,,OUTDOOR,HARD,2ND ROUND,3,YASTREMSKA D.,BRENGLE M.,BRENGLE M.,25,84,WTA,"['2-6', '3-6']",2,6,3,6,-1,-1,-1,-1,-1,-1
US OPEN,2020-09-03,,OUTDOOR,HARD,2ND ROUND,3,JABEUR O.,KANEPI K.,JABEUR O.,31,100,WTA,"['7-6', '6-0']",7,6,6,0,-1,-1,-1,-1,-1,-1
US OPEN,2020-09-03,,OUTDOOR,HARD,2ND ROUND,3,PERA B.,SAKKARI M.,SAKKARI M.,61,22,WTA,"['6-2', '3-6', '2-6']",6,2,3,6,2,6,-1,-1,-1,-1
US OPEN,2020-09-03,,OUTDOOR,HARD,2ND ROUND,3,ANISIMOVA A.,SCOTT K.,ANISIMOVA A.,28,637,WTA,"['4-6', '6-4', '6-1']",4,6,6,4,6,1,-1,-1,-1,-1
US OPEN,2020-09-03,,OUTDOOR,HARD,2ND ROUND,3,TIG P.M.,VEKIC D.,VEKIC D.,88,24,WTA,"['2-6', '1-6']",2,6,1,6,-1,-1,-1,-1,-1,-1
US OPEN,2020-09-03,,OUTDOOR,HARD,2ND ROUND,3,KENIN S.,FERNANDEZ L.A.,KENIN S.,4,104,WTA,"['6-4', '6-3']",6,4,6,3,-1,-1,-1,-1,-1,-1
US OPEN,2020-09-03,,OUTDOOR,HARD,2ND ROUND,3,KALINSKAYA A.,MUCHOVA K.,MUCHOVA K.,110,26,WTA,"['3-6', '6-7']",3,6,6,7,-1,-1,-1,-1,-1,-1
US OPEN,2020-09-03,,OUTDOOR,HARD,2ND ROUND,3,CIRSTEA S.,KONTA J.,CIRSTEA S.,77,13,WTA,"['2-6', '7-6', '6-4']",2,6,7,6,6,4,-1,-1,-1,-1
US OPEN,2020-09-03,,OUTDOOR,HARD,2ND ROUND,3,BONAVENTURE Y.,CORNET A.,CORNET A.,121,56,WTA,"['6-7', '3-6']",6,7,3,6,-1,-1,-1,-1,-1,-1
US OPEN,2020-09-04,,OUTDOOR,HARD,2ND ROUND,3,STEPHENS S.,GOVORTSOVA O.,STEPHENS S.,39,130,WTA,"['6-2', '6-2']",6,2,6,2,-1,-1,-1,-1,-1,-1
US OPEN,2020-09-04,,OUTDOOR,HARD,2ND ROUND,3,BOLSOVA A.,KEYS M.,KEYS M.,103,14,WTA,"['2-6', '1-6']",2,6,1,6,-1,-1,-1,-1,-1,-1
US OPEN,2020-09-04,,OUTDOOR,HARD,2ND ROUND,3,WILLIAMS S.,GASPARYAN M.,WILLIAMS S.,8,117,WTA,"['6-2', '6-4']",6,2,6,4,-1,-1,-1,-1,-1,-1
US OPEN,2020-09-04,,OUTDOOR,HARD,2ND ROUND,3,SABALENKA A.,AZARENKA V.,AZARENKA V.,11,27,WTA,"['1-6', '3-6']",1,6,3,6,-1,-1,-1,-1,-1,-1
US OPEN,2020-09-04,,OUTDOOR,HARD,2ND ROUND,3,SWIATEK I.,VICKERY S.,SWIATEK I.,53,160,WTA,"['6-7', '6-3', '6-4']",6,7,6,3,6,4,-1,-1,-1,-1
US OPEN,2020-09-04,,OUTDOOR,HARD,2ND ROUND,3,ALEXANDROVA E.,MCNALLY C.,MCNALLY C.,29,124,WTA,"['6-4', '3-6', '6-7']",6,4,3,6,6,7,-1,-1,-1,-1
US OPEN,2020-09-04,,OUTDOOR,HARD,2ND ROUND,3,MERTENS E.,SORRIBES TORMO S.,MERTENS E.,18,82,WTA,"['6-3', '7-5']",6,3,7,5,-1,-1,-1,-1,-1,-1
US OPEN,2020-09-04,,OUTDOOR,HARD,3RD ROUND,3,GRACHEVA V.,MARTIC P.,MARTIC P.,102,15,WTA,"['3-6', '3-6']",3,6,3,6,-1,-1,-1,-1,-1,-1
US OPEN,2020-09-04,,OUTDOOR,HARD,3RD ROUND,3,PUTINTSEVA Y.,SASNOVICH A.,PUTINTSEVA Y.,35,106,WTA,"['3-6', '6-2', '6-1']",3,6,6,2,6,1,-1,-1,-1,-1
US OPEN,2020-09-04,,OUTDOOR,HARD,3RD ROUND,3,KOSTYUK M.,OSAKA N.,OSAKA N.,137,9,WTA,"['3-6', '7-6', '2-6']",3,6,7,6,2,6,-1,-1,-1,-1
US OPEN,2020-09-04,,OUTDOOR,HARD,3RD ROUND,3,KERBER A.,LI A.,KERBER A.,23,128,WTA,"['6-3', '6-4']",6,3,6,4,-1,-1,-1,-1,-1,-1
US OPEN,2020-09-04,,OUTDOOR,HARD,3RD ROUND,3,GARCIA C.,BRADY J.,BRADY J.,50,41,WTA,"['3-6', '3-6']",3,6,3,6,-1,-1,-1,-1,-1,-1
US OPEN,2020-09-04,,OUTDOOR,HARD,3RD ROUND,3,KONTAVEIT A.,LINETTE M.,KONTAVEIT A.,21,37,WTA,"['6-3', '6-2']",6,3,6,2,-1,-1,-1,-1,-1,-1
US OPEN,2020-09-05,,OUTDOOR,HARD,3RD ROUND,3,BRENGLE M.,ROGERS S.,ROGERS S.,84,93,WTA,"['2-6', '4-6']",2,6,4,6,-1,-1,-1,-1,-1,-1
US OPEN,2020-09-05,,OUTDOOR,HARD,3RD ROUND,3,KVITOVA P.,PEGULA J.,KVITOVA P.,12,63,WTA,"['6-4', '6-3']",6,4,6,3,-1,-1,-1,-1,-1,-1
US OPEN,2020-09-05,,OUTDOOR,HARD,3RD ROUND,3,ANISIMOVA A.,SAKKARI M.,SAKKARI M.,28,22,WTA,"['3-6', '1-6']",3,6,1,6,-1,-1,-1,-1,-1,-1
US OPEN,2020-09-05,,OUTDOOR,HARD,3RD ROUND,3,MUCHOVA K.,CIRSTEA S.,MUCHOVA K.,26,77,WTA,"['6-3', '2-6', '7-6']",6,3,2,6,7,6,-1,-1,-1,-1
US OPEN,2020-09-05,,OUTDOOR,HARD,3RD ROUND,3,MCNALLY C.,MERTENS E.,MERTENS E.,124,18,WTA,"['5-7', '1-6']",5,7,1,6,-1,-1,-1,-1,-1,-1
US OPEN,2020-09-05,,OUTDOOR,HARD,3RD ROUND,3,WILLIAMS S.,STEPHENS S.,WILLIAMS S.,8,39,WTA,"['2-6', '6-2', '6-2']",2,6,6,2,6,2,-1,-1,-1,-1
US OPEN,2020-09-06,,OUTDOOR,HARD,3RD ROUND,3,SWIATEK I.,AZARENKA V.,AZARENKA V.,53,27,WTA,"['4-6', '2-6']",4,6,2,6,-1,-1,-1,-1,-1,-1
